gene_name,HH001_A1_SA_S1,HH001_B1_SA_S2,HH001_B3_SA_S3,HH003_A1_SA_S4,HH003_A3_SA_S5,HH003_B3_SA_S6,HH003_D_SA_S7,HH003_K_SA_S8,HH003_R_SA_S9
SNORA17B,7506.738,3959.727,3238.577,606.615,1231.793,3171.814,171.885,479.956,99.98
LINC02320,4,4,3,7,5,3,6,0,2
RNU6-903P,0,0,3,5,0,0,0,0,0
AC012366.1,0,0,0,3.193,0,3,0,0,0
CYP3A43,173.892,234.492,344.086,213.065,123.62,31.494,79.533,40.91,14.418
LINC02251,0,3,3,35,10,6,11,0,1
QPRT,79.043,108.427,447.483,659.56,256.294,98.994,245.053,51.352,17.065
AC010834.2,1.067,4.301,3.582,14.498,1.099,3.163,6.568,1.058,0
AC084880.3,0,1,0,24,3,5,4,4,2
AC091979.2,0,0,3,3,0,4,0,0,0
AC007673.1,0,0,10,60,11,11,20,8,1
LBX2-AS1,5,1,13.62,39,22.552,12,21.684,6,0
OR8S1,0,0,4,13.689,2,2,12,0,1
NPAS3,5.351,26.53,68.902,307.932,85.618,97.62,111.407,41.117,12
EAPP,95,72,208.001,278,87,40,83.999,18,14.001
AC004490.1,5.066,13.388,12.589,65.007,9.204,8.18,32.641,17.531,1.059
RAB11FIP1,2122.827,2072.079,3579.832,5581.197,1723.522,339.151,1382.031,317.408,112.163
PCBD1,14,5,71,107,37,8,36,2,1
CIB3,0,0,11,17,7,3,6,0,1
AC114797.1,0,3,0,0,0,9.759,0,1.25,0
AL359504.1,0,2,4.048,6.079,4,2,3.081,1,0
AL590491.2,13.644,10.882,196.481,137.261,56.47,17.387,50.864,8.513,3.972
AL161747.2,0,1,0,0,3.066,5,6.891,2,0
METTL2B,344.145,428.562,1402.718,1453.09,512.981,241.114,446.256,108.665,48.622
GSC,0,1,1,13,4,3,9,4,2
FARSB,65.707,67.222,182.361,281.598,76.523,68.154,94.322,21.282,16.479
FCHSD2,452.999,341.001,1690.479,1888.659,435.159,53.001,429.525,46.001,16
UTP20,104.36,136.076,379.719,674.277,176.672,124.115,290.112,68.004,18.838
AC009153.1,0,0,14.51,16.54,15.198,4,11.465,2,1
AP000867.1,0,0,0,3,2,0,0,0,0
AP001429.1,10,15,29,39,20,9,24,2,1
GMPS,190.853,180.93,557.941,796.763,281.267,119.98,266.497,55.349,23.46
AC092069.1,0,3,0,0,10.021,1,0,3,0
TIMM8AP1,1,0,0,7.249,7.596,0,1,0,0
AP001189.6,0,2.807,2.161,13.223,4,0,2.096,1,1
DMD-AS3,0,0,1,10,1,1,0,0,1
UQCR10,42,52,261.769,181.126,62.276,6,37.994,9,2
SNORA11,984.807,635.961,466.872,181.973,278.957,562.883,71.996,170.985,46
AL669942.2,0,0,8.655,49.914,13.538,25.056,13.935,6.955,3.508
AC005050.1,0,0,3,16,5,2,6,3,0
AL161672.1,1,0,4,11,1,1,5,1,0
ZNF222,11,15,70.999,60.248,16,18.667,25,6,3
IGKV2OR2-10,0,0,4.056,1.863,3.933,0,0,0,0
AC117462.1,2,1.007,10.392,39.816,13.868,15.39,20.579,6.493,3.233
ARHGEF5,10.04,16.527,91.881,129.224,28.21,41.929,61.506,29.177,7.794
IL16,1673.877,1282.12,2750.395,2131.533,659.99,267.9,715.833,146.702,68.664
RNU6-1338P,0,0,0,5,0,2,0,0,0
AC022387.2,0,0,0,12,3,1,3,0,0
AL359918.1,2.055,3.072,4.143,41.2,7.241,8,21.21,5,1
FAM98A,76.999,77,154,321.999,67,73,94.999,26,16
LRRC58,336.208,281.706,826.521,973.839,364.315,155.632,365.135,85.001,32.048
LINC02348,0,0,0,6,2,1,5,1,0
HSPE1P21,0,0,0,13,3,9,7,8,0
RASD1,1,0,5,15,7,3,6,3,1
AC124303.1,0,3,4,22,3,9,4,0,1
FERMT1,1,2,12,105,33,24,47.999,15,8
TTC31,100.638,100.065,191.41,194.997,78.905,46.701,84.726,21.563,6.013
TRAF3IP1,125.309,134.07,365.443,353.064,140.525,74.958,166.503,24.255,11.234
MRPL50P4,0,0,2,13,5,5,2,6,0
OR52J2P,0,0,2,24,6,6,15,2,0
TSPY5P,0,1,2,9.075,5,10,2,6,0
MTAPP1,0,0,5,27,5,3,10,5,2
AL513365.2,20,16,65,113,29,5,28,6,0
AL445259.1,623.351,842.951,962.604,2732.572,1009.728,503.083,1304.6,327.964,123.398
RNY4P14,3,4,4.237,4,3,2.74,0,0,0
P2RX2,2,2,6,22.477,2.449,6,8.471,2,1
DEFB4B,1,5,0,7.424,10.177,0,0,0,0
FGF7P2,0,0,0,6.075,0,15,3,2.161,0
TMEM42,78,83,176,93.043,48,26,68,8,7
SNAP25,1,5,15.999,107,28,30.001,30,5,7
AOX2P,7.212,13.544,89.383,134.955,53.997,52.853,56.562,14.906,5
MTCYBP14,4,5,78.522,114.937,26.62,16,22.811,3,0
LINC02266,0,4,2,35,8,5,19,6,0
AC018616.1,2,7.051,22.588,85.262,17.431,12.488,36.332,9.81,0
GSTP1P1,0,0,3,5,1,2,3,0,0
SNRPBP1,0,0,1,12,0,0,1,0,0
IL7R,864.689,710.326,2111.599,1179.216,361.45,161.856,1113.964,123.053,82.004
NOM1,180.994,210.641,436.127,542.514,199.037,129.572,210.614,48.983,22.788
MIR3163,0,0,0,1,0,2,0,0,0
LINC02213,0,2,121,49,23,8,22,1,0
MSR1,59.023,58.887,172.985,522.077,147.017,96.362,148.08,53.999,11.042
PSAT1,26,36,122.955,102.217,38,45,49,15.799,1
FAM213A,131.604,172.959,386.706,487.898,156.775,151.548,208.21,48.31,25.907
GRAMD4P2,1,0,0,25.698,4.343,2.019,7.082,1.006,0
DPH6-AS1,7,6,11,25,12,8,12,7,1
MT-TD,28,28,43,337,75,28,91,19,1
RNF139,355,252,811,606,252,50,131,27,15
ST6GALNAC3,101,39,151,455,103,86,135,34,5
SKA2P1,0,0,4.253,18.685,6.717,1.072,7.619,1.047,0
ELOCP13,0,0,1,0,2,0,0,0,0
AL590542.1,1,1,15,59,9,12,24,4,1
PSMC1P7,1,7,9.066,35.256,11,14,12.161,7,0
AC110926.1,50.065,71.69,174.138,249.602,87.067,61.043,115.921,25.982,11.114
AC010385.2,0,1,0,7,2,3,2,1,0
HIST1H1T,11,2,38,49,4,2,20,0,0
RNU6-471P,1,0,0,1,1,0,0,0,0
AC092813.1,0,6,4,19,7,12,14,9,0
LINC00570,18,18,153,285.001,97,34.001,59,22,12
RMST,0,13,14.038,178.754,38.999,43.381,63.021,14.064,5
SUB1P3,0,0,0,8.286,4.53,3.261,3.417,0,0
SNORA50C,1639.64,1153.208,785.995,253.26,341.699,936,60.715,330.533,61
HELT,0,0,0,5,2,5,2,1,0
AC093913.1,0,0,2,9,4,4,5,1,3
AC124067.3,0,1,3,24,9,3,20,3,1
KRT18P50,0,2,5,13,3,7,7,0,2
LRRC27,74.507,89.931,153.657,396.84,123.648,82.078,157.099,56.925,11.189
LINC00616,2,4,6,72.861,21,32,22,6,4
AC010451.2,0,1,3,15,2,5,6,2,3
AC011591.1,4.155,15.413,102.741,259.442,58.626,44.965,92.564,16.716,0
SNORD62A,974.948,621.812,328.803,39.955,132.764,295.721,10.945,36,16
LINC02351,0,1,2,4,2,0,0,1,0
NCK2,148,197,349.676,347.549,102.441,35.001,115.35,21.999,6
ARSA,158.754,127.187,130.628,207.267,95.952,20.341,45.842,23.055,8.156
AL138828.2,0,1,0,10,3,6,5,0,0
AC113410.1,0,0,7,14,4,2.341,3,1,0
FBXO31,68.198,107.575,181.683,211.109,81.75,34.027,57.674,11.152,7.133
ATXN7L1,84.999,84,218,451.063,123.446,59.001,149.269,15,9
AC090630.1,14.296,22.794,53.194,62.132,33.335,6.549,21.48,7.698,8.695
UBQLN4,40.37,41,94.561,162.759,43,31.773,69.536,17,8
AC021146.8,0,0,1.029,27.705,4.45,4,2.413,1,4
GBP1,166.096,30.881,260.716,4085.117,185.982,59.562,156.806,18.578,6.196
MIR4448,0,1.857,0,12.129,2.412,0,2.783,0,0
OR4M1,4,13,39.4,183.563,64.448,70.001,63.261,15,7
RNA5SP194,0,0,1,6,0,0,2,0,0
AC079841.1,0,0,2,21,5,7,5,4,3
LINC02034,0,0,8,12,6,1,3,1,0
MS4A8,0,6,6.999,59.999,22,17.998,26,10,0
PLXDC1,82.118,127.349,308.193,457.142,169.843,123.661,174.463,37.434,13.335
RNA5SP456,0,0,0,5,1,3,0,0,0
AC021355.1,0,2,7,52,7,25,17,10,5
BCAN,5,1,10.175,112.957,40,26,38.15,14,2
LCNL1,3.189,6,2,54,15,9,12,1,4
NDEL1,2138.127,2657.637,7233.842,4265.545,2119.816,263.264,1494.952,210.977,109.818
ITPR1-AS1,2,2,10,11,5,3,4,3,0
AL035420.3,0,0,1,1,1,0,1,0,0
AL359962.1,1,0,14,12,3,3,4,1,1
BTBD6,12.763,20,21.527,51.938,26,5,28,3,1
TRBV22OR9-2,0,0,0,1,1,0,0,0,0
HS3ST2,26,24,55.883,100.245,24.36,14,27,5,6
AC011840.1,0,3,7.762,32.134,6.624,17,10.351,5.174,2.122
AC025165.3,1.625,0,12.009,0,1.926,0,0,0,0
FOXL2,0,1,6,39,14,14,16,2,0
USP17L4,0,0,0,12.495,0,0,0,0,1.031
AC104462.1,0,1,1,23,6,2,2,1,6
MIR4683,0,0,0,0,0,0,0,0,0
STARP1,0,2,2,16,0,7,6,3,1
AC008147.3,1,0,6,6,0,0,5,0,0
AL354740.1,104.215,111.99,21.372,535.827,9.319,96.142,20.109,35.278,11.498
MRPS36,33.625,19.117,84,79.078,33,23,18.728,7,1
AC099684.3,0,1,0,0,0,9,1.793,1,0
AL049861.1,0,0,1,11,5,3,0,1,0
AC008412.1,0,1,0,11,1,1,2,1,0
AC005695.3,0,1,1,3,2,0,0,0,0
HAR1A,5,4,9,36,4,7,12,1,1
AC104687.2,0,0,0,2,2,0,0,0,0
IMMP2L,47.999,55.999,131.001,216,76.999,51,77,24,13
PUF60,45.999,42,58.999,97.002,29,17,27.001,10,8
PSMD12,303.509,276.694,772.669,835.648,309.227,90.793,242.296,38.937,40.981
SPAG7,94.517,123.174,491.415,527.929,212.836,61.733,155.5,43.895,15
ITPKC,57,52,55,84,56,15,29,9,1
PNCK,3,2,7.513,59.183,22.787,8,28.209,4,1
GTF3C6,18,23.675,54.485,59.616,18.384,13.593,17.438,1.168,5
AL807752.1,46.791,64.106,514.053,487.362,221.613,57.328,102.515,31.392,6.379
AC069114.1,0,0,2,9,4,1,3,3,0
LINC00632,11.242,7.436,47.087,118.674,33.73,27.142,52.315,5.154,5.144
CTBS,1784,1158.829,3847.277,3896.072,919.204,162,738.973,118.001,52
AL589765.3,0,1,4,5,0,2,7,1,0
RNU6-115P,7.007,4.003,8.428,6.002,4.001,2.001,0,0,0
RPS2P45,26.607,50.786,226.083,218.99,102.993,41.911,91.231,9.715,8.018
AC010287.1,19,33,61,23,14,1,2,0,1
AC091675.1,0,0,0,11,1,0,13,1,0
LINC01424,12,12,106.64,205.46,54.126,23.262,60.311,18.419,3
GSTA9P,2.009,2,8.006,41.781,13,7,19.016,5,0
TCF7L1,27.86,33.149,140.424,250.866,75.927,48.883,79.678,20.823,5.327
FOXA3,0,3,3,36,3,6,9,2,1
CTBP2P3,0,1,4.639,13.249,4,5,10.215,3,0
RN7SKP287,0,0,7,21,3,1,11,2,0
LINC01757,0,0,0,9,2,0,3,0,0
AC140479.1,0.5,0,1,10.892,0,0,17.344,0.5,0.5
DUX4L8,0,0,0,120.035,4.665,0,4.908,0,0
RBM44,41.151,44.08,156.763,263.32,65.249,45,104.266,39.19,9
SLC25A51P3,0,0,3.023,15,2,6,4,7,2
AP001189.3,0,0,14,12,4,2,1,0,2
CCDC70,0,4,5,26,5,4,5,8,1
VDAC1P1,0,0,0,7.397,0,0,1.027,0,0
AC074135.1,0,3,3,19.898,4,2,11,2,2
AF001548.3,48.472,63.456,223.066,276.844,88.827,75.322,121.795,52.956,24.045
PPP1R3C,0,6,9,53,29,40,35,18,2
RNU6-817P,2,2,0,11,3,2,0,7,0
AL135786.1,0,0,2,10,1,0,6,0,0
ATP6V0CP2,0,0,0,4,4,0,3,0,1
AL021331.1,0,0,0,23,1,8,11,2,1
AC106785.3,0,2,3,33,8,2,11,3,0
AL031280.1,2.001,3.077,71.488,75.31,28.732,14.222,30.932,13.268,1.003
CBX3P6,0,2,1,20,6,13,6,9,1
REXO1L5P,0,0,0,0,0,0,0,0,0
RN7SL335P,0,0,0,16,2,4,2,1,0
NPPA,1,0,8.274,15.889,0,6,10.321,1,1
AL162274.2,8,7,13,20,16,3,10,1,0
POM121L9P,17.447,19.541,58.238,71.713,46.774,20.604,50.19,11.901,17.04
AP002884.5,10,10,20.209,61.987,13.806,4,33.208,4,3
AC007879.2,0,3,4,11,1,1,2,0,0
RBM5-AS1,24.391,35.548,394.738,413.667,152.227,13.224,131.181,6.165,3.062
AC134775.1,32.121,49.875,107.878,201.549,57.843,13.067,70.832,8.055,2.124
BCAR1P2,0.5,0.5,0,0,0,0.5,0,0,0
OR6Y1,105.987,305.011,1172.98,3489.622,1036.061,1036.455,1309.037,399.887,138.234
PRELID3B,163,113,291,498.001,112,51,111,35,12
AL078624.2,0,1,2,11,4,3,2,6,0
POLG2,188.259,184.828,485.68,545.94,218.452,33.151,123.058,29.637,10.205
RTL6,38,39,58,80,50,23,47,16,4
AL356235.1,368.328,388.415,803.583,1578.088,468.746,212.692,570.063,102.853,47.364
AMOT,8,13,32,112.999,29,28,33,8,1
TMEM250,72,74,62,98,37,16,31,10,7
AC064853.5,0,0,0,0,0,0,2,0,0
AL050331.2,0,0,0,0,0,5,4.629,0,0
IQCJ-SCHIP1-AS1,0,2,0,9,5,2,4,0,1
ZBTB12BP,0,0,20,16,15,1,3,0,0
AC017007.2,0,1.094,4,21,11.983,4,4.157,0,0
SYCP2,156.001,111,226.001,816.999,216,89,173,30,15.001
GAGE1,19,14.13,68.285,175.426,54.042,18.173,58.126,11.767,3.249
PPP1R14B,62.612,56.795,136.933,51.038,49.693,9.744,15.488,5,2
MZT1P2,0,0,0,9,0,1,1,0,0
SH2D2A,17,11.001,30,59,12,5,23,3,0
MARK2P6,0,0,10,17,12,0,3,1,0
AC084756.1,1,4.001,4.263,22.01,4.638,3,2.508,1,0
ZNF861P,0,1,2,13,1,0,4,1,0
AC022028.2,1,4,11.338,45.236,15.106,10,25.758,5,3
AC100810.2,0,0,1,12,1,1,1,1,0
RNU1-36P,0,0,1,10,3,8,2,1,0
BX664727.1,1,0,0,0,0,0,14.443,0,0
KLHL18,331.164,336.572,901.872,761.423,314.249,62.679,266.681,37.601,13.076
RLBP1,0,3,12,29,12,8,11.001,8,0
AC020699.1,0,0,2,8,2,3,4,1,1
AP001469.2,4.164,10,74,56.819,40.584,1,29.435,5,1
PRKAA2,8.048,34.491,122.892,374.336,97.698,131.095,127.56,43.525,17.074
AC073111.2,3,6.291,29.469,54.354,20,24.421,22,6,2
AL035665.1,2,2,3,27,2,3,6,2,0
OR6K2,0,0,2,31,10,6,10,0,2
AC092798.1,1,0,76.992,39,20.127,1,5,0,0
RHOA-IT1,51,68.085,126.071,37.773,32.575,9,15.026,4.258,4
AL596325.1,4,8,9,14,6,16,7,6,0
AL451164.2,0,0,2,20,0,3,8,0,0
AC023389.2,10,8,51,65,11,6,31,3,2
AL355377.2,4.68,37.029,145.104,678.68,206.778,109.547,271.863,62.725,18.965
PES1,31,38,71.478,111.235,45,19,44,9,2
RNU6-1129P,0,0,0,2,1,3,3,0,0
AC006115.3,0,0,1.004,19.739,6.433,5.278,1.008,0,0
SUMF1,334.612,343.95,709.659,1192.754,467.563,252.685,386.123,136.19,48.95
MYL6P2,0,0,1,19,1,1,5,1,2
C18orf25,813.384,673.809,1620.786,2530.51,623.442,146.137,481.599,61.371,59.706
UXT,59,40,161,116.755,44.001,13,12.672,2,1
AP000590.1,0,1,3,18,9,12,4,3,1
AC108479.1,0,0,2.288,15.398,0,0,3.988,0,0
ZBED3,8,13,78,371.968,104.251,61,121.883,30,5
GTPBP10,390.607,415.071,965.181,1351.392,472.353,194.361,409.313,98.096,48.711
TMEM116,202.05,223.895,644.842,833.073,297.479,150.079,347.228,71.367,29.989
DISC1-IT1,63.618,138.231,1106.517,2034.316,753.248,489.239,731.702,206.39,68.383
HOXD3,2,1,10,31.37,7.772,11,30.145,6,1
REXO1L4P,0,0,0,0,0,0,0,0,0
AGGF1P10,0,7.979,13.5,52.438,18.264,36.187,24.232,9.366,1
AC105424.1,0,0,0,1,1,1,4,0,0
RPL36AL,39.356,32.086,144.496,371.174,47.993,25.123,97.088,13,1.055
AC004898.1,1.102,1.123,114.746,61.585,23.369,9.183,17.75,2.296,3.091
MIR524,0,0,0,0,2,0,0,0,0
OR5H4P,0,1,3,22,10,3,4,1,0
AC073109.1,0,7.073,5,25.056,5.034,12.256,16,4,0
MYL12A,677.756,424.791,1645.175,3985.03,459.017,116.574,712.627,54.344,28.2
OR1F12,0,0,2,27,7,9,9,3,1
CEBPZ,48,37,111.071,183.725,39.691,36,127.655,25,5
JAZF1,226.001,116,2797.952,2472.591,567.197,104.001,805.887,168.999,146
PHBP7,0,1,3,22.89,9,8,6,2,0
N4BP2L1,258.889,230.76,553.335,762.13,240.023,115.126,248.775,36.128,16.218
RNF144A-AS1,94.574,111.603,297.171,705.045,205.737,86.501,227.857,47.645,20.556
SNRNP70,516,443,634.999,646.999,262.001,73,329.999,72,28
AC007601.2,0,0,15,12,2,6,8,0,0
LINC01489,2.048,9.007,82.343,127.761,34.07,36.291,38.298,7.158,2
MIR548BA,0,0,0,4,0,1,5,0,0
GAPDHP72,17.204,19.998,38.105,49.017,27.648,7.148,26.701,9,2
AC025271.1,0,0,2,6,4,2,2,1,0
ERC2-IT1,8.121,17.382,58.77,148.877,36.586,46.113,40.339,17.056,3.501
AL355493.2,1,3,12,113,33,16,48,5,5
AP4S1,254.796,389.578,1195.433,1285.098,525.81,206.174,429.246,95.86,33.376
AC007159.1,1,8,18,150,56,56,73,10,7
WNT16,7,14,31,83,31,41,40,7,4
AC083862.1,3.123,7,10.104,21.225,3.026,23.49,7,4,1
AC078802.1,1,7,13.295,6.401,5,1,1,1,2
AL137783.1,44.902,49.833,206.295,316.062,105.556,72.024,111.746,31.784,14.773
PALM2,8.599,15.879,58.101,120.804,33.268,30.604,64.41,10.109,4.293
TRAJ42,1,5,5,6,2,1,5,0,0
THSD4,31.044,43.461,213.89,509.343,153.908,103.171,181.875,56.399,13.255
WIZ,107.731,98.18,209.928,277.974,106.732,28.392,125.132,26.715,11.29
AC069277.1,58.368,87.872,184.959,505.435,160.26,56.403,175.551,38.566,12.673
AP1B1,102.163,102.188,176.41,240.906,109.229,34.04,120.253,11.011,9.018
AP002414.2,1.124,5.296,21.477,96.352,28.902,44.831,31.54,10.65,4.43
SRGAP1,224.387,318.317,1142.428,2094.667,641.095,392.103,763.228,156.88,54.151
AL359636.2,0,0,3,15,2,1,2,2,0
RN7SKP40,0,0,0,13,1,2,2,3,0
OR2T1,2,1,8,54,13,18,21,5,2
RPS2P25,0,0,3,14,1,4,9,3,1
AC007378.1,5,0,4.411,24.416,2.366,1,3.358,0,2
TMEM52,2,0,1,9,1,0,5,0,0
CDK5RAP2,358.132,253.002,436.005,866.966,307.424,102.073,213.342,54,29
USP15,4066.407,2605.763,13818.563,17143.243,3503.213,767.674,3509.837,487.917,326.002
FAM218A,3,9,13,91,31,32,40,6,2
BMP5,0,4,13.472,119.344,48.905,47.516,64.969,12,3.007
AC011455.2,58.747,101.719,609.63,1933.988,583.458,450.536,663.499,164.555,67.652
FCER1G,799.981,324.555,1682.635,3756.707,504.655,51.774,266.605,32.661,6
FAM83E,11.713,8.544,37.495,58.114,12.499,15.348,20.879,11.278,4.137
NFKBIL1,35,19,54,61,30,10,23.999,2,1
STRAP,95,79,464.087,716.881,152.701,41.001,179,14,16
RNA5SP31,0,0,0,0,3,1,0,0,0
AC004063.1,13.705,25.36,40.365,64.167,30.854,5,22.995,2.024,1.776
PCDH1,3,7,9.999,111.001,36.001,19.999,34,12,2
HCG23,2,3,7,13,5,10,6,1,1
AC004888.1,0,2,3,16,2,12,7,1,2
Six3os1_7,0,2,0,2.827,0,0,0,0,0
AL353708.3,138,154,282.465,145.002,66.1,18,22.258,17,5
AGGF1P7,0,0,7,17,11,14,14,2,2
UFD1,604.373,631.816,1742.837,1369.434,450.794,228.291,363.625,95.089,37.04
AP003396.3,0,0,1,2.433,0,0,0,0,0
AC006205.2,5,7,19,22,6,1,9,3,1
AP001002.1,12.132,24.632,183.424,189.297,57.3,49.921,46.5,22.314,7.284
MIR6741,0,0,0,0,0,0,0,0,0
AC007608.1,6.785,16.227,69.681,93.544,38.783,32.38,52.056,17.112,8.095
SPATA31D4,0,0,7.079,74.155,8.525,40.461,21.977,16.114,13.935
HDAC3,198,239,432.918,444.849,144.487,80,120.36,33.999,16.999
MREGP1,1,0,0,1,0,1,0,0,0
RARA-AS1,73,46,175.881,190.754,75.251,17,69.537,10,3
KCNJ5,67.418,93.301,343.613,583.689,174.816,176.844,191.454,59.811,22.05
AC012513.2,0,2,230.149,195.111,50.085,24.101,75,5,3
BCL9,36,30,149,206,57,31,128,14,12
AC099542.2,0,2,3,24,3,6,5,0,0
AC068137.1,0,0,2,9,2,1,2,0,0
AC092865.6,0,0,0,0,0,0,0,0,0
RAB1B,193,174,321.222,571.631,191.795,42.3,141.819,32,11
AC117503.3,4,1,22,35,8,9,12,4,1
PCNX2,181.969,205.898,544.105,704.929,278.054,135.473,321.585,56.973,22.879
ADGRE1,694.933,383.458,381.626,1282.623,291.05,41.263,154.409,25.717,11.964
ALDH6A1,171.185,196.891,646.333,696.204,278.934,118.605,290.77,48.404,21.252
RNA5SP408,0,0,0,2,2,0,2,0,0
AC018552.4,1.009,6.034,13.326,11.108,4.161,5.006,4.093,1.064,0
SNRPC,68.791,49.158,140.471,122.563,39.155,17,26.61,7.136,8
AMER2,57.026,76.129,197.425,524.765,191.716,147.848,214.932,75.26,15.055
CCDC141,44.368,77.861,172.055,497.974,143.238,94.519,216.323,26.119,15
Vax2os1_3,0,0,2,0,1,1,0,0,0
LINC01257,1,2,42,67,23,20,27,5,1
AC004828.1,0,0,3,12,0,1,6,2,0
AF001550.2,0,0,1,4,4,0,0,2,1
IGHVIV-44-1,0,0,1,4,2,3,1,0,0
AC099811.1,470,285,1105,1031,383,49,266,51,23
AC067960.1,0,2,1,16,1,1,8,2,0
AC015909.4,4.571,2.842,1.233,22.725,1.271,12.422,4.051,4.153,0
C1orf210,23.653,25.523,47.968,94.975,34.552,16.193,25.82,5.143,3.192
C10orf128,189,162,895.999,321,119,50.001,93.999,22,6
AL357558.1,0,0,2,5,2,0,2,0,0
ATP13A1,124.421,110.032,115.846,194.985,81.389,25.948,82.001,14.55,6
AL031736.1,0,1,4.908,1.55,1.164,0,3.527,0,1
COTL1P1,0,0,1,8,2,3,2,0,1
AC124067.1,0,0,1,4,0,0,4,4,0
AC017015.2,0,1,3,12,6,7,3,0,0
C12orf71,2,1,9,35,6,4,4,1,0
XKRY2,0,0,0,10.688,0,2.002,0,0,0
ROBO2,16.074,56.204,120.186,717.874,186.931,273.658,262.491,99.618,24
IL7,18.999,8,42.564,123.879,23.301,34.001,51.331,8,6
AC103564.2,0,1.044,2.035,11.956,4.827,5.101,2.954,3,2
SOX2OT_exon1,0,0,0,0,0,0,0,0,0
KCTD20,563.976,465.729,1795.066,1988.189,572.039,122.984,593.586,77.38,35.519
FRG1HP,106.82,116.766,203.982,373.538,137.286,81.847,130.201,38.687,13.68
AC026462.3,0,4,3,38.001,3,7,13,4,0
SGPL1,393.54,332.147,818.481,858.211,394.472,89.511,291.118,47.57,20.151
RAD51D,251.59,375.719,1158.263,1475.33,581.299,316.272,572.38,165.423,70.333
AC023355.1,222.04,331.762,1051.031,898.809,397.977,102.764,336.664,63.237,26.689
FAM171A1,9,9,24,79,17,22,35,16,1
AL390729.2,0,0,0,2,1.018,4,1.015,1,0
DAPP1,833.926,491.871,1577.369,4136.793,621.011,130.096,638.127,63.309,38.97
SLC25A1P3,0,0,1,10,0,0,2,0,1
TUFM,180.999,194,363.001,229.932,129,21,71,10,11
AC130650.1,0,0,4,12,3,6,4,0,0
PCSK6-AS1,18.818,49.474,65.371,71.734,33.872,3.562,21.176,14.959,2.264
OR1F1,1,1,3,9,1,0,8.413,0,0
OR5H1,43.855,31.851,140.29,386.684,107.2,112.246,135.832,43.89,15
CRISPLD1,0,9,21,129,42,53,50,15,8.001
RPS27P20,0,0,2.013,10.097,5,7,6.108,3,0
SMIM17,1,1,5,44,7,12,19,3,3
AC007599.1,0,1,35,87.219,18,7,22.313,1,1
AL450003.1,0,0,5,22,0,1,8,1,0
AC006466.1,0,0,0,13,1,4,4,0,0
LY6K,6.063,12.142,23.96,49.149,25.677,24.017,19.414,10,6
SLC25A22,24,17.001,14,82,21.001,5,39,8,3
CTNNA3,1,18,41,357,100,122,125,45,20
EXPH5,131.033,176.763,352.323,659.342,208.173,139.334,270.788,64.47,17.131
PAWRP1,0,1,2,3,2,0,1,0,0
AC104820.1,0,1,0,8,2,0,1,1,2
AC027763.1,7,1,24,41,7,6,10,3,0
SULF1,5.073,23.49,62.954,305.171,117.302,88.376,119.334,37.226,21.108
ACOXL-AS1,4,6,20.504,58.437,18,15,26,12,2
AC044839.3,0,1,1,11,3.419,5,1,1,0
CAMK4,173.918,215.521,590.024,612.567,161.563,165.106,394.733,86.038,27.655
AC231532.2,0,0,0,4,0,0,1,1,0
AC016885.2,0,0,1,10,5,3,7,2,1
AC008055.1,0,0,3,14,4,3,7,2,0
CRYBG1,708.408,489.144,1326.641,2974.483,679.901,174.448,789.652,107.678,25.174
AC073347.1,0,0,4,17,4,1,5,0,0
AL136366.1,0,1,6,21,4,6,7,5,1
AL662799.1,25.361,14.235,39.852,43.886,14.252,4.293,20.079,8.021,0
SERPINA1,2738,1063.001,3461.002,8771.001,2014,283.999,1269,196,53.001
AC005332.5,63.176,74.053,264.366,384.171,155.537,86.883,146.821,29.017,4.874
CCND2-AS2,0,2,0,21,3,8,8,1,0
PTCD2P1,0,2,6,36,9,14,18,5.576,3
NAV2-AS3,0,2,2,16,8,6,14,5,1
BOLA2P1,0,0,0,9,1,0,1,0,0
KCNMB4,39.643,47.849,104.484,208.223,66.751,36.754,80.355,7.384,8.797
AC008852.1,1,1,2,5,1,1,8,1,1
AC234582.1,1,5,68.505,57.836,21.283,11,20.181,1,1
MIR1273C,0,0,1,4.863,1.814,1,0,1,0
AL354890.1,2,2,10,23,5,2,10,0,0
AC009505.1,0,2,3,9,2,7,6,3,0
AC083923.1,0,3,7,29,9,4,3,1,0
RSRP1,3660.918,3148.784,6367.736,5665.809,1990.85,644.274,1934.49,376.319,135.13
AC092162.1,0,1,2,14,2,10,3,1,0
LINC01650,0,1,2,41,8,2,11,6,1
IQCB1,119.95,79,194,204.498,66,51.612,90.795,12,12
AP000805.1,0,0,2,25.048,5,8.06,7,0,1
MIR8080,0,0,0,4,1,4,2,0,0
SARS,141.001,93,316.001,371,122,47.999,125.001,29.001,16
RPUSD4,143.707,143.438,357.765,431.421,146.074,94.152,164.213,47.214,10.946
TOLLIP-AS1,11,9,15,20,10,8,11,0,1
PDSS1P1,0,5,313.817,516.544,80,9,107,2,0
AC078850.2,17.355,37.007,115.851,127.659,54.216,20.561,62.656,13.895,5.77
AC009812.3,172.259,211.64,611.979,749.567,244.475,124.962,238.118,66.373,20.553
GFOD1-AS1,1,0,0,6.703,5.912,0,5.883,1,0
ENPP7P10,0,0,19.852,31.219,10.649,6.813,7.676,2,1
TMEM97P2,0,0,0,13,2,0,10,1,0
